User ID,Device Model,Operating System,App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Age,Gender,User Behavior Class
840,Xiaomi Mi 11,Android,502,10.9,2476,96,1935,39,Male,5
841,OnePlus 9,Android,558,8.4,2447,97,1594,22,Female,5
842,Samsung Galaxy S21,Android,138,3.6,889,25,323,27,Female,2
843,Google Pixel 5,Android,580,8.2,2623,90,2262,49,Male,5
844,OnePlus 9,Android,589,8.7,2736,82,1997,49,Male,5
845,Xiaomi Mi 11,Android,452,7.4,2180,61,1417,54,Female,4
846,Xiaomi Mi 11,Android,245,5.9,1243,52,885,29,Male,3
847,Samsung Galaxy S21,Android,125,2.7,690,28,393,27,Female,2
848,Xiaomi Mi 11,Android,97,2.2,1101,38,375,53,Male,2
849,Google Pixel 5,Android,516,8.7,2857,83,2189,53,Female,5
850,iPhone 12,iOS,68,1.6,450,14,111,30,Male,1
851,OnePlus 9,Android,64,1.1,572,10,161,42,Female,1
852,OnePlus 9,Android,539,8.4,2796,89,2415,26,Male,5
853,Xiaomi Mi 11,Android,428,7,2306,75,1144,22,Male,4
854,iPhone 12,iOS,325,7.1,2269,64,1053,56,Male,4
855,Xiaomi Mi 11,Android,522,11.9,2798,85,1663,28,Female,5
856,Xiaomi Mi 11,Android,309,7.5,2292,77,1253,57,Female,4
857,Xiaomi Mi 11,Android,79,1.9,493,14,128,55,Male,1
858,Xiaomi Mi 11,Android,545,11.5,2911,87,1717,21,Female,5
859,Samsung Galaxy S21,Android,459,7,1982,67,1091,43,Male,4
860,iPhone 12,iOS,225,4,1420,48,917,56,Male,3
861,iPhone 12,iOS,257,4.5,1705,57,912,55,Male,3
862,Xiaomi Mi 11,Android,134,4,773,35,449,28,Female,2
863,iPhone 12,iOS,516,10.2,2932,98,1547,31,Male,5
864,Google Pixel 5,Android,82,1.7,558,16,284,29,Female,1
865,Samsung Galaxy S21,Android,452,7.2,1808,64,1090,45,Female,4
866,iPhone 12,iOS,521,9,2902,97,1701,37,Male,5
867,Google Pixel 5,Android,457,6.3,2347,66,1082,22,Male,4
868,Xiaomi Mi 11,Android,31,1.1,585,11,208,50,Female,1
869,iPhone 12,iOS,47,2,476,14,125,39,Male,1
870,Xiaomi Mi 11,Android,229,5.7,1305,43,985,23,Female,3
871,Xiaomi Mi 11,Android,34,2,558,14,122,54,Female,1
872,Google Pixel 5,Android,173,2.5,678,29,301,30,Female,2
873,Samsung Galaxy S21,Android,78,1.8,333,17,138,51,Female,1
874,Google Pixel 5,Android,230,5.7,1254,52,989,34,Female,3
875,OnePlus 9,Android,565,10.6,2475,99,1603,51,Female,5
876,iPhone 12,iOS,172,2.8,1035,22,549,41,Male,2
877,Xiaomi Mi 11,Android,330,7.2,2363,77,1133,21,Female,4
878,Xiaomi Mi 11,Android,39,1.8,368,11,105,19,Male,1
879,Google Pixel 5,Android,223,4.5,1311,56,695,33,Female,3
880,Google Pixel 5,Android,404,7.4,2081,63,1352,44,Male,4
881,Samsung Galaxy S21,Android,151,2.4,1003,25,392,39,Male,2
882,Samsung Galaxy S21,Android,34,1.5,345,11,276,44,Male,1
883,Xiaomi Mi 11,Android,137,3.3,839,31,348,34,Female,2
884,Samsung Galaxy S21,Android,301,6.2,2053,75,1303,45,Male,4
885,Google Pixel 5,Android,116,2.1,912,39,307,40,Female,2
886,Google Pixel 5,Android,291,4.1,1474,46,827,32,Female,3
887,iPhone 12,iOS,84,1.4,501,16,284,56,Female,1
888,iPhone 12,iOS,134,2.5,1125,24,367,35,Male,2
889,Samsung Galaxy S21,Android,411,7.5,2169,72,1083,58,Male,4
890,Xiaomi Mi 11,Android,326,7.2,2243,73,1454,50,Male,4
891,iPhone 12,iOS,550,9.5,2916,91,1946,20,Male,5
892,OnePlus 9,Android,516,12,2406,82,1968,28,Female,5
893,Google Pixel 5,Android,59,1.2,361,18,293,25,Female,1
894,OnePlus 9,Android,225,5.5,1526,44,875,50,Female,3
895,Google Pixel 5,Android,41,1.1,389,15,136,53,Male,1
896,OnePlus 9,Android,183,4.1,1210,45,738,19,Male,3
897,Google Pixel 5,Android,174,2.5,929,37,565,32,Female,2
898,Xiaomi Mi 11,Android,274,4.2,1781,52,934,28,Male,3
899,Xiaomi Mi 11,Android,166,2.8,1113,28,360,25,Male,2
900,Xiaomi Mi 11,Android,66,1.2,585,12,264,36,Male,1
901,Google Pixel 5,Android,152,2.7,642,38,596,55,Male,2
902,Google Pixel 5,Android,54,1.4,403,17,278,23,Female,1
903,Xiaomi Mi 11,Android,187,5.5,1754,55,711,50,Female,3
904,OnePlus 9,Android,216,6,1641,41,889,39,Female,3
905,OnePlus 9,Android,95,3.8,718,26,459,41,Female,2
906,Xiaomi Mi 11,Android,488,8.6,2447,84,2344,19,Male,5
907,Google Pixel 5,Android,295,5.1,1483,45,748,27,Female,3
908,Samsung Galaxy S21,Android,136,3.2,818,33,404,42,Male,2
909,Xiaomi Mi 11,Android,471,7.9,2156,76,1324,54,Female,4
910,iPhone 12,iOS,121,3.2,651,34,596,39,Male,2
911,iPhone 12,iOS,75,1.2,409,13,281,18,Male,1
912,iPhone 12,iOS,220,5.2,1631,49,909,27,Female,3
913,Samsung Galaxy S21,Android,82,1.6,590,13,124,28,Female,1
914,Google Pixel 5,Android,97,2.7,1018,37,428,41,Male,2
915,Samsung Galaxy S21,Android,388,6.6,2085,71,1150,45,Female,4
916,OnePlus 9,Android,529,8.7,2484,89,2189,39,Female,5
917,Google Pixel 5,Android,584,10,2541,99,2391,49,Female,5
918,Google Pixel 5,Android,529,8.1,2686,96,1924,35,Male,5
919,Google Pixel 5,Android,227,5.1,1702,57,714,21,Male,3
920,Samsung Galaxy S21,Android,535,11.8,2858,99,2378,50,Male,5
921,iPhone 12,iOS,332,7.4,2149,68,1321,20,Female,4
922,Google Pixel 5,Android,252,4.2,1439,45,667,50,Female,3
923,Xiaomi Mi 11,Android,125,2.5,678,34,465,31,Male,2
924,Xiaomi Mi 11,Android,97,3.3,751,39,412,36,Female,2
925,Google Pixel 5,Android,540,10.8,2923,90,1886,40,Male,5
926,Xiaomi Mi 11,Android,320,7.2,2056,69,1226,52,Female,4
927,Google Pixel 5,Android,176,3.6,1193,30,458,40,Female,2
928,Samsung Galaxy S21,Android,79,1,313,18,139,42,Male,1
929,Xiaomi Mi 11,Android,83,1.6,303,19,285,51,Male,1
930,iPhone 12,iOS,555,11.3,2528,90,1856,55,Female,5
931,Samsung Galaxy S21,Android,66,1.7,375,16,216,39,Male,1
932,Xiaomi Mi 11,Android,237,4.5,1368,42,868,24,Female,3
933,Samsung Galaxy S21,Android,497,9.7,2876,94,2076,18,Male,5
934,Google Pixel 5,Android,516,11.1,2429,91,1796,53,Male,5
935,Xiaomi Mi 11,Android,219,5.2,1510,42,655,50,Female,3
936,Google Pixel 5,Android,448,6.3,2044,71,1337,51,Male,4
937,iPhone 12,iOS,156,2.2,896,37,429,57,Female,2
938,Samsung Galaxy S21,Android,68,1.1,528,12,201,29,Male,1
939,iPhone 12,iOS,524,11.2,2417,90,2069,29,Female,5
940,iPhone 12,iOS,188,5.3,1281,45,974,35,Male,3
941,Samsung Galaxy S21,Android,443,7.4,2289,73,1026,33,Male,4
942,Xiaomi Mi 11,Android,52,1.6,385,19,234,24,Male,1
943,OnePlus 9,Android,228,4.2,1677,58,823,56,Male,3
944,Google Pixel 5,Android,149,3.7,873,34,459,51,Male,2
945,iPhone 12,iOS,523,9.4,2583,92,1539,21,Male,5
946,Samsung Galaxy S21,Android,42,1.6,315,19,207,52,Female,1
947,Google Pixel 5,Android,120,2,741,38,396,56,Female,2
948,OnePlus 9,Android,329,7.5,2277,72,1185,27,Female,4
949,Xiaomi Mi 11,Android,68,1.5,364,10,102,31,Female,1
950,Xiaomi Mi 11,Android,158,3.4,893,36,493,32,Male,2
951,Xiaomi Mi 11,Android,86,1.7,439,19,136,54,Male,1
952,Xiaomi Mi 11,Android,339,7.8,2102,71,1062,51,Male,4
953,Samsung Galaxy S21,Android,304,6.5,2375,79,1493,51,Male,4
954,Xiaomi Mi 11,Android,131,2.4,859,26,305,40,Male,2
955,Samsung Galaxy S21,Android,64,1.6,540,19,262,35,Female,1
956,Xiaomi Mi 11,Android,53,1.9,526,15,112,42,Male,1
957,Google Pixel 5,Android,442,7.7,2067,69,1440,45,Male,4
958,iPhone 12,iOS,32,2,469,18,139,22,Male,1
959,Xiaomi Mi 11,Android,278,4.8,1238,48,851,43,Female,3
960,Xiaomi Mi 11,Android,540,8.4,2993,98,1540,49,Female,5
961,Google Pixel 5,Android,595,11.3,2968,88,2366,30,Male,5
962,Google Pixel 5,Android,35,1.5,467,10,158,58,Male,1
963,Google Pixel 5,Android,225,5.4,1370,44,791,55,Female,3
964,Google Pixel 5,Android,587,11.8,2431,90,1894,47,Male,5
965,Xiaomi Mi 11,Android,92,3.7,1124,27,524,44,Male,2
966,Google Pixel 5,Android,46,1.1,487,17,208,23,Male,1
967,OnePlus 9,Android,153,2.8,935,25,578,37,Female,2
968,iPhone 12,iOS,368,6.6,1817,72,1406,27,Female,4
969,Xiaomi Mi 11,Android,51,1.6,509,11,113,29,Female,1
970,Google Pixel 5,Android,279,5.2,1660,47,629,50,Female,3
971,Xiaomi Mi 11,Android,255,5.4,1738,42,826,21,Male,3
972,Samsung Galaxy S21,Android,193,5.7,1471,51,972,31,Female,3
973,Xiaomi Mi 11,Android,207,5.7,1582,52,692,38,Male,3
974,iPhone 12,iOS,539,11.9,2853,83,2007,55,Male,5
975,OnePlus 9,Android,151,2.4,1124,38,571,33,Male,2
976,Google Pixel 5,Android,474,6.4,2109,68,1079,24,Male,4
977,iPhone 12,iOS,544,9.2,2936,83,2416,47,Female,5
978,iPhone 12,iOS,73,1.2,308,15,275,39,Female,1
979,Xiaomi Mi 11,Android,597,10.4,2984,91,1564,34,Female,5
980,Google Pixel 5,Android,498,10.7,2738,94,1995,42,Male,5
981,iPhone 12,iOS,402,7.8,2014,79,1088,34,Female,4
982,OnePlus 9,Android,75,1.1,379,15,185,37,Male,1
983,iPhone 12,iOS,130,2,602,21,589,30,Female,2
984,Samsung Galaxy S21,Android,42,1.1,402,11,265,32,Female,1
985,iPhone 12,iOS,134,2.2,917,23,423,23,Male,2
986,Google Pixel 5,Android,79,1.9,477,13,161,24,Male,1
987,iPhone 12,iOS,432,7.2,1822,63,1127,59,Female,4
988,iPhone 12,iOS,262,4.1,1287,52,997,36,Male,3
989,Samsung Galaxy S21,Android,473,6.4,2109,79,1300,23,Female,4
990,Google Pixel 5,Android,202,4.7,1512,49,659,45,Female,3
991,OnePlus 9,Android,215,4.4,1407,41,991,47,Male,3
992,OnePlus 9,Android,151,3.7,1116,32,320,41,Female,2
993,OnePlus 9,Android,80,1.6,549,14,197,19,Male,1
994,Xiaomi Mi 11,Android,126,2.8,971,32,431,35,Female,2
995,Samsung Galaxy S21,Android,495,8.9,2920,84,2252,31,Female,5
996,iPhone 12,iOS,127,3.7,1153,35,314,37,Female,2
997,Xiaomi Mi 11,Android,88,1.3,327,11,262,22,Male,1
998,Google Pixel 5,Android,69,1.6,463,16,146,27,Male,1
999,OnePlus 9,Android,100,3.3,961,21,433,25,Male,2
1000,Xiaomi Mi 11,Android,301,6.5,2084,71,1421,29,Male,4
1001,Google Pixel 5,Android,78,1.7,455,15,207,37,Female,1
1002,Google Pixel 5,Android,163,3.1,620,21,419,23,Male,2
1003,OnePlus 9,Android,539,9.3,2606,92,1990,41,Male,5
1004,Google Pixel 5,Android,278,4.6,1385,47,823,40,Female,3
1005,Samsung Galaxy S21,Android,451,6.1,2108,76,1434,25,Female,4
1006,Samsung Galaxy S21,Android,481,10.9,2752,86,2017,18,Male,5
1007,Samsung Galaxy S21,Android,133,3.4,714,38,445,25,Male,2
1008,Xiaomi Mi 11,Android,41,1.1,588,10,246,22,Male,1
1009,iPhone 12,iOS,152,3.3,1175,29,461,42,Female,2
1010,OnePlus 9,Android,553,8.4,2559,89,2471,51,Male,5
1011,iPhone 12,iOS,402,6.9,2282,78,1397,40,Male,4
1012,iPhone 12,iOS,187,4.3,1367,58,988,31,Female,3
1013,Google Pixel 5,Android,99,2,940,35,564,31,Male,2
1014,Samsung Galaxy S21,Android,350,7.3,1802,66,1054,21,Female,4
1015,OnePlus 9,Android,543,11.4,2956,82,1702,31,Male,5
1016,Samsung Galaxy S21,Android,340,7.7,2138,75,1053,42,Female,4
1017,iPhone 12,iOS,424,6.6,1957,75,1301,42,Male,4
1018,Google Pixel 5,Android,53,1.4,435,17,162,34,Female,1
1019,OnePlus 9,Android,215,5.5,1690,47,641,24,Male,3
1020,OnePlus 9,Android,462,6.2,2303,65,1099,57,Female,4
1021,Xiaomi Mi 11,Android,215,4.9,1662,43,857,43,Male,3
1022,iPhone 12,iOS,189,5.4,1754,53,779,49,Female,3
1023,Google Pixel 5,Android,503,10.4,2571,84,2025,39,Female,5
1024,OnePlus 9,Android,132,3.6,628,32,344,47,Female,2
1025,iPhone 12,iOS,299,5.8,1431,41,985,44,Female,3
1026,Google Pixel 5,Android,81,1.4,558,16,297,26,Female,1
1027,iPhone 12,iOS,577,8.5,2774,89,2192,29,Female,5
1028,Samsung Galaxy S21,Android,93,2.6,681,37,302,45,Female,2
1029,OnePlus 9,Android,576,11.6,2803,82,1553,43,Female,5
1030,Samsung Galaxy S21,Android,423,6.5,2094,65,1372,23,Female,4
1031,Google Pixel 5,Android,292,5.6,1401,46,949,37,Female,3
1032,OnePlus 9,Android,216,4,1711,59,748,58,Male,3
1033,Samsung Galaxy S21,Android,91,3.4,1073,38,451,52,Male,2
1034,iPhone 12,iOS,444,7.6,2372,77,1002,29,Male,4
1035,Google Pixel 5,Android,512,10.5,2409,89,1599,33,Male,5
1036,OnePlus 9,Android,452,6.8,2387,77,1456,55,Female,4
1037,Samsung Galaxy S21,Android,412,6.2,1899,78,1384,19,Female,4
1038,Xiaomi Mi 11,Android,260,6,1361,44,889,37,Female,3
1039,Xiaomi Mi 11,Android,197,4.6,1660,59,975,25,Male,3
1040,Google Pixel 5,Android,278,4.7,1484,55,917,21,Male,3
1041,Google Pixel 5,Android,46,2,457,14,105,58,Male,1
1042,Xiaomi Mi 11,Android,593,10.2,2499,81,1616,38,Female,5
1043,Samsung Galaxy S21,Android,32,1.2,580,19,153,20,Female,1
1044,iPhone 12,iOS,122,3.3,755,30,573,26,Male,2
1045,Samsung Galaxy S21,Android,522,11.2,2808,93,2328,24,Male,5
1046,OnePlus 9,Android,473,6.4,2312,74,1400,40,Male,4
1047,Samsung Galaxy S21,Android,398,6.2,1851,77,1180,23,Male,4
1048,Xiaomi Mi 11,Android,240,4.7,1464,52,708,56,Female,3
1049,OnePlus 9,Android,576,10.1,2447,83,2323,33,Male,5
1050,Samsung Galaxy S21,Android,120,2.1,720,39,392,43,Male,2
1051,Samsung Galaxy S21,Android,152,3.7,993,32,429,18,Male,2
1052,Xiaomi Mi 11,Android,138,2.4,837,21,572,56,Female,2
1053,Xiaomi Mi 11,Android,502,10.9,2476,96,1935,39,Male,5
1054,OnePlus 9,Android,558,8.4,2447,97,1594,22,Female,5
1055,Samsung Galaxy S21,Android,138,3.6,889,25,323,27,Female,2
1056,Google Pixel 5,Android,580,8.2,2623,90,2262,49,Male,5
1057,OnePlus 9,Android,589,8.7,2736,82,1997,49,Male,5
1058,Xiaomi Mi 11,Android,452,7.4,2180,61,1417,54,Female,4
1059,Xiaomi Mi 11,Android,245,5.9,1243,52,885,29,Male,3
1060,Samsung Galaxy S21,Android,125,2.7,690,28,393,27,Female,2
1061,Xiaomi Mi 11,Android,97,2.2,1101,38,375,53,Male,2
1062,Google Pixel 5,Android,516,8.7,2857,83,2189,53,Female,5
1063,iPhone 12,iOS,68,1.6,450,14,111,30,Male,1
1064,OnePlus 9,Android,64,1.1,572,10,161,42,Female,1
1065,OnePlus 9,Android,539,8.4,2796,89,2415,26,Male,5
1066,Xiaomi Mi 11,Android,428,7,2306,75,1144,22,Male,4
1067,iPhone 12,iOS,325,7.1,2269,64,1053,56,Male,4
1068,Xiaomi Mi 11,Android,522,11.9,2798,85,1663,28,Female,5
1069,Xiaomi Mi 11,Android,309,7.5,2292,77,1253,57,Female,4
1070,Xiaomi Mi 11,Android,79,1.9,493,14,128,55,Male,1
1071,Xiaomi Mi 11,Android,545,11.5,2911,87,1717,21,Female,5
1072,Samsung Galaxy S21,Android,459,7,1982,67,1091,43,Male,4
1073,iPhone 12,iOS,225,4,1420,48,917,56,Male,3
1074,iPhone 12,iOS,257,4.5,1705,57,912,55,Male,3
1075,Xiaomi Mi 11,Android,134,4,773,35,449,28,Female,2
1076,iPhone 12,iOS,516,10.2,2932,98,1547,31,Male,5
1077,Google Pixel 5,Android,82,1.7,558,16,284,29,Female,1
1078,Samsung Galaxy S21,Android,452,7.2,1808,64,1090,45,Female,4
1079,iPhone 12,iOS,521,9,2902,97,1701,37,Male,5
1080,Google Pixel 5,Android,457,6.3,2347,66,1082,22,Male,4
1081,Xiaomi Mi 11,Android,31,1.1,585,11,208,50,Female,1
1082,iPhone 12,iOS,47,2,476,14,125,39,Male,1
1083,Xiaomi Mi 11,Android,229,5.7,1305,43,985,23,Female,3
1084,Xiaomi Mi 11,Android,34,2,558,14,122,54,Female,1
1085,Google Pixel 5,Android,173,2.5,678,29,301,30,Female,2
1086,Samsung Galaxy S21,Android,78,1.8,333,17,138,51,Female,1
1087,Google Pixel 5,Android,230,5.7,1254,52,989,34,Female,3
1088,OnePlus 9,Android,565,10.6,2475,99,1603,51,Female,5
1089,iPhone 12,iOS,172,2.8,1035,22,549,41,Male,2
1090,Xiaomi Mi 11,Android,330,7.2,2363,77,1133,21,Female,4
1091,Xiaomi Mi 11,Android,39,1.8,368,11,105,19,Male,1
1092,Google Pixel 5,Android,223,4.5,1311,56,695,33,Female,3
1093,Google Pixel 5,Android,404,7.4,2081,63,1352,44,Male,4
1094,Samsung Galaxy S21,Android,151,2.4,1003,25,392,39,Male,2
1095,Samsung Galaxy S21,Android,34,1.5,345,11,276,44,Male,1
1096,Xiaomi Mi 11,Android,137,3.3,839,31,348,34,Female,2
1097,Samsung Galaxy S21,Android,301,6.2,2053,75,1303,45,Male,4
1098,Google Pixel 5,Android,116,2.1,912,39,307,40,Female,2
1099,Google Pixel 5,Android,291,4.1,1474,46,827,32,Female,3
1100,iPhone 12,iOS,84,1.4,501,16,284,56,Female,1
1101,iPhone 12,iOS,134,2.5,1125,24,367,35,Male,2
1102,Samsung Galaxy S21,Android,411,7.5,2169,72,1083,58,Male,4
1103,Xiaomi Mi 11,Android,326,7.2,2243,73,1454,50,Male,4
1104,iPhone 12,iOS,550,9.5,2916,91,1946,20,Male,5
1105,OnePlus 9,Android,516,12,2406,82,1968,28,Female,5
1106,Google Pixel 5,Android,59,1.2,361,18,293,25,Female,1
1107,OnePlus 9,Android,225,5.5,1526,44,875,50,Female,3
1108,Google Pixel 5,Android,41,1.1,389,15,136,53,Male,1
1109,OnePlus 9,Android,183,4.1,1210,45,738,19,Male,3
1110,Google Pixel 5,Android,174,2.5,929,37,565,32,Female,2
1111,Xiaomi Mi 11,Android,274,4.2,1781,52,934,28,Male,3
1112,Xiaomi Mi 11,Android,166,2.8,1113,28,360,25,Male,2
1113,Xiaomi Mi 11,Android,66,1.2,585,12,264,36,Male,1
1114,Google Pixel 5,Android,152,2.7,642,38,596,55,Male,2
1115,Google Pixel 5,Android,54,1.4,403,17,278,23,Female,1
1116,Xiaomi Mi 11,Android,187,5.5,1754,55,711,50,Female,3
1117,OnePlus 9,Android,216,6,1641,41,889,39,Female,3
1118,OnePlus 9,Android,95,3.8,718,26,459,41,Female,2
1119,Xiaomi Mi 11,Android,488,8.6,2447,84,2344,19,Male,5
1120,Google Pixel 5,Android,295,5.1,1483,45,748,27,Female,3
1121,Samsung Galaxy S21,Android,136,3.2,818,33,404,42,Male,2
1122,Xiaomi Mi 11,Android,471,7.9,2156,76,1324,54,Female,4
1123,iPhone 12,iOS,121,3.2,651,34,596,39,Male,2
1124,iPhone 12,iOS,75,1.2,409,13,281,18,Male,1
1125,iPhone 12,iOS,220,5.2,1631,49,909,27,Female,3
1126,Samsung Galaxy S21,Android,82,1.6,590,13,124,28,Female,1
1127,Google Pixel 5,Android,97,2.7,1018,37,428,41,Male,2
1128,Samsung Galaxy S21,Android,388,6.6,2085,71,1150,45,Female,4
1129,OnePlus 9,Android,529,8.7,2484,89,2189,39,Female,5
1130,Google Pixel 5,Android,584,10,2541,99,2391,49,Female,5
1131,Google Pixel 5,Android,529,8.1,2686,96,1924,35,Male,5
1132,Google Pixel 5,Android,227,5.1,1702,57,714,21,Male,3
1133,Samsung Galaxy S21,Android,535,11.8,2858,99,2378,50,Male,5
1134,iPhone 12,iOS,332,7.4,2149,68,1321,20,Female,4
1135,Google Pixel 5,Android,252,4.2,1439,45,667,50,Female,3
1136,Xiaomi Mi 11,Android,125,2.5,678,34,465,31,Male,2
1137,Xiaomi Mi 11,Android,97,3.3,751,39,412,36,Female,2
1138,Google Pixel 5,Android,540,10.8,2923,90,1886,40,Male,5
1139,Xiaomi Mi 11,Android,320,7.2,2056,69,1226,52,Female,4
1140,Google Pixel 5,Android,176,3.6,1193,30,458,40,Female,2
1141,Samsung Galaxy S21,Android,79,1,313,18,139,42,Male,1
1142,Xiaomi Mi 11,Android,83,1.6,303,19,285,51,Male,1
1143,iPhone 12,iOS,555,11.3,2528,90,1856,55,Female,5
1144,Samsung Galaxy S21,Android,66,1.7,375,16,216,39,Male,1
1145,Xiaomi Mi 11,Android,237,4.5,1368,42,868,24,Female,3
1146,Samsung Galaxy S21,Android,497,9.7,2876,94,2076,18,Male,5
1147,Google Pixel 5,Android,516,11.1,2429,91,1796,53,Male,5
1148,Xiaomi Mi 11,Android,219,5.2,1510,42,655,50,Female,3
1149,Google Pixel 5,Android,448,6.3,2044,71,1337,51,Male,4
1150,iPhone 12,iOS,156,2.2,896,37,429,57,Female,2
1151,Samsung Galaxy S21,Android,68,1.1,528,12,201,29,Male,1
1152,iPhone 12,iOS,524,11.2,2417,90,2069,29,Female,5
1153,iPhone 12,iOS,188,5.3,1281,45,974,35,Male,3
1154,Samsung Galaxy S21,Android,443,7.4,2289,73,1026,33,Male,4
1155,Xiaomi Mi 11,Android,52,1.6,385,19,234,24,Male,1
1156,OnePlus 9,Android,228,4.2,1677,58,823,56,Male,3
1157,Google Pixel 5,Android,149,3.7,873,34,459,51,Male,2
1158,iPhone 12,iOS,523,9.4,2583,92,1539,21,Male,5
1159,Samsung Galaxy S21,Android,42,1.6,315,19,207,52,Female,1
1160,Google Pixel 5,Android,120,2,741,38,396,56,Female,2
1161,OnePlus 9,Android,329,7.5,2277,72,1185,27,Female,4
1162,Xiaomi Mi 11,Android,68,1.5,364,10,102,31,Female,1
1163,Xiaomi Mi 11,Android,158,3.4,893,36,493,32,Male,2
1164,Xiaomi Mi 11,Android,86,1.7,439,19,136,54,Male,1
1165,Xiaomi Mi 11,Android,339,7.8,2102,71,1062,51,Male,4
1166,Samsung Galaxy S21,Android,304,6.5,2375,79,1493,51,Male,4
1167,Xiaomi Mi 11,Android,131,2.4,859,26,305,40,Male,2
1168,Samsung Galaxy S21,Android,64,1.6,540,19,262,35,Female,1
1169,Xiaomi Mi 11,Android,53,1.9,526,15,112,42,Male,1
1170,Google Pixel 5,Android,442,7.7,2067,69,1440,45,Male,4
1171,iPhone 12,iOS,32,2,469,18,139,22,Male,1
1172,Xiaomi Mi 11,Android,278,4.8,1238,48,851,43,Female,3
1173,Xiaomi Mi 11,Android,540,8.4,2993,98,1540,49,Female,5
1174,Google Pixel 5,Android,595,11.3,2968,88,2366,30,Male,5
1175,Google Pixel 5,Android,35,1.5,467,10,158,58,Male,1
1176,Google Pixel 5,Android,225,5.4,1370,44,791,55,Female,3
1177,Google Pixel 5,Android,587,11.8,2431,90,1894,47,Male,5
1178,Xiaomi Mi 11,Android,92,3.7,1124,27,524,44,Male,2
1179,Google Pixel 5,Android,46,1.1,487,17,208,23,Male,1
1180,OnePlus 9,Android,153,2.8,935,25,578,37,Female,2
1181,iPhone 12,iOS,368,6.6,1817,72,1406,27,Female,4
1182,Xiaomi Mi 11,Android,51,1.6,509,11,113,29,Female,1
1183,Google Pixel 5,Android,279,5.2,1660,47,629,50,Female,3
1184,Xiaomi Mi 11,Android,255,5.4,1738,42,826,21,Male,3
1185,Samsung Galaxy S21,Android,193,5.7,1471,51,972,31,Female,3
1186,Xiaomi Mi 11,Android,207,5.7,1582,52,692,38,Male,3
1187,iPhone 12,iOS,539,11.9,2853,83,2007,55,Male,5
1188,OnePlus 9,Android,151,2.4,1124,38,571,33,Male,2
1189,Google Pixel 5,Android,474,6.4,2109,68,1079,24,Male,4
1190,iPhone 12,iOS,544,9.2,2936,83,2416,47,Female,5
1191,iPhone 12,iOS,73,1.2,308,15,275,39,Female,1
1192,Xiaomi Mi 11,Android,597,10.4,2984,91,1564,34,Female,5
1193,Google Pixel 5,Android,498,10.7,2738,94,1995,42,Male,5
1194,iPhone 12,iOS,402,7.8,2014,79,1088,34,Female,4
1195,OnePlus 9,Android,75,1.1,379,15,185,37,Male,1
1196,iPhone 12,iOS,130,2,602,21,589,30,Female,2
1197,Samsung Galaxy S21,Android,42,1.1,402,11,265,32,Female,1
1198,iPhone 12,iOS,134,2.2,917,23,423,23,Male,2
1199,Google Pixel 5,Android,79,1.9,477,13,161,24,Male,1
1200,iPhone 12,iOS,432,7.2,1822,63,1127,59,Female,4
1201,iPhone 12,iOS,262,4.1,1287,52,997,36,Male,3
1202,Samsung Galaxy S21,Android,473,6.4,2109,79,1300,23,Female,4
1203,Google Pixel 5,Android,202,4.7,1512,49,659,45,Female,3
1204,OnePlus 9,Android,215,4.4,1407,41,991,47,Male,3
1205,OnePlus 9,Android,151,3.7,1116,32,320,41,Female,2
1206,OnePlus 9,Android,80,1.6,549,14,197,19,Male,1
1207,Xiaomi Mi 11,Android,126,2.8,971,32,431,35,Female,2
1208,Samsung Galaxy S21,Android,495,8.9,2920,84,2252,31,Female,5
1209,iPhone 12,iOS,127,3.7,1153,35,314,37,Female,2
1210,Xiaomi Mi 11,Android,88,1.3,327,11,262,22,Male,1
1211,Google Pixel 5,Android,69,1.6,463,16,146,27,Male,1
1212,OnePlus 9,Android,100,3.3,961,21,433,25,Male,2
1213,Xiaomi Mi 11,Android,301,6.5,2084,71,1421,29,Male,4
1214,Google Pixel 5,Android,78,1.7,455,15,207,37,Female,1
1215,Google Pixel 5,Android,163,3.1,620,21,419,23,Male,2
1216,OnePlus 9,Android,539,9.3,2606,92,1990,41,Male,5
1217,Google Pixel 5,Android,278,4.6,1385,47,823,40,Female,3
1218,Samsung Galaxy S21,Android,451,6.1,2108,76,1434,25,Female,4
1219,Samsung Galaxy S21,Android,481,10.9,2752,86,2017,18,Male,5
1220,Samsung Galaxy S21,Android,133,3.4,714,38,445,25,Male,2
1221,Xiaomi Mi 11,Android,41,1.1,588,10,246,22,Male,1
1222,iPhone 12,iOS,152,3.3,1175,29,461,42,Female,2
1223,OnePlus 9,Android,553,8.4,2559,89,2471,51,Male,5
1224,iPhone 12,iOS,402,6.9,2282,78,1397,40,Male,4
1225,OnePlus 9,Android,555,9.5,2855,95,1565,24,Male,5
1226,iPhone 12,iOS,499,9.6,2873,81,1805,52,Female,5
1227,Xiaomi Mi 11,Android,101,3.2,603,28,417,43,Male,2
1228,OnePlus 9,Android,433,6.8,2093,75,1300,32,Male,4
1229,OnePlus 9,Android,133,2,1007,31,417,32,Male,2
1230,Xiaomi Mi 11,Android,351,6.1,1941,79,1290,21,Female,4
1231,Samsung Galaxy S21,Android,532,10.7,2556,83,2148,53,Female,5
